Title,Author
US hawks’ talk of a clash of civilisations is rooted in an intolerance of differences. US State Department official Kiron Skinner’s comments on the US-China conflict being between two vastly different civilisations betray a sense of Judeo-Christian superiority and a lack of understanding of the reality of China.,David Dodwell
Better system needed to conserve heritage. ,SCMP Editorial
China’s best strategy is to continue to look after shared interests. Hawks in Beijing are reportedly advocating using China’s dominance of the supply of rare earths as a weapon in the trade war with the US,SCMP Editorial
"Pushing forward the fight for LGBT equality in Hong Kong. LGBT minorities must create their own movement in the city, where conservative opposition is strong",Anson Au
"Only one choice looms in Britain deadlocked by debacle over Brexit. With a prime minister about to step down and the EU sticking to its deal, a general election or second referendum may be the only way out of impasse.",SCMP Editorial
"All nations must come up with answers in waste crisis. Developed nations are finding they can no longer dump their rubbish in China or Southeast Asia, and they must now process their own garbage and cut back on single-use plastics.",SCMP Editorial
Fox face-off just perfect for China presenter. Expected battle between news anchors Trish Regan and Liu Xin turned out to be a civil affair with the latter presenting a very different view of her homeland to American viewers,Alex Lo
"How Trump’s trade war has morphed into an attack on global tech supply chain networks. Any company in the world doing business with Chinese tech firm Huawei or its affiliates risks US sanctions, with grave implications for the worldwide tech supply chain and the global economy in general.",Anthony Rowley
"How does the world view Hong Kong’s political turmoil, from Occupy to the oath-taking saga and the German asylum case? Probably very differently from us. Over the past four years, events like the tear-gassing of Occupy protesters, the disqualification of lawmakers over their oaths, and the asylum-seeking of wanted activists have attracted widespread attention. The world is watching and the city’s reputation is at stake.",Mike Rowse
"Why Tiananmen Square’s real legacy may be Communist Party unity and the success of Deng Xiaoping’s economic reforms. After June 4, the purge of liberals who wanted political reform may have given Deng Xiaoping the space he needed to keep economic reforms going when the communist bloc collapsed.",David Zweig
"Hong Kong extradition bill is now a litmus test for patriotism with a fugitive tycoon as its face. Billionaire Joseph Lau’s statement suggests that opposition to the extradition bill signals a lack of patriotism, an impression the government has done nothing to counter.",Alice Wu
"Three reasons Hong Kong’s extradition bill should garner support from foreign governments. The government’s proposed changes to Hong Kong’s extradition laws would aid the global fight against crime, put the mainland on an equal footing to other jurisdictions the city has agreements with, and expose China to the common law system.",Regina Ip
"Migrants mean more than birth rates in meeting Hong Kong’s labour shortage, which is why we must act now. Hong Kong has traditionally depended on migrant labourers to meet its domestic demand. The problem is that neighbouring countries are set for similar shortages, thus thinning the pool.",David Dodwell
