Title,Summary
"Can fencer Vivian Kong safeguard world number one spot, two weeks after reaching the top of the world?",Kong and world No 2 Kang Young-mi of South Korea level on world ranking points after Budapest Grand Prix a fortnight ago
World Women’s Snooker Championship moved to Bangkok as Beijing misses out; visa issues blamed,
Fencing star Vivian Kong returns to a hero’s welcome after becoming the new world No 1,The 25-year-old is one of the few Hong Kong athletes to have reached the top spot in an Olympic sport
Unsung hero: Albert Lau becomes first race engineer from Hong Kong to win a Formula E race,
Hong Kong E-Prix to consider move from Central harbourfront as Formula E chiefs hold talks with government,Formula E chairman Alejandro Agag to discuss extending street circuit but organisers will consider other city locations if solution is not found.
Sarah Lee crowned sprint champion at PRURide Six Day Hong Kong series,Recently crowned double world champion showed she had not lost her form from Poland exploits by showing her class against the top European sprinters
Hong Kong E-Prix: FIA strips Sam Bird of Formula E victory after Andre Lotterer nudge; Edoardo Mortara wins,
Formula E Hong Kong E-Prix: live blog and results from soaking Central where Sam Bird is stripped of win after investigation,"Relive all the action from a rain-soaked Central Harbourfront street circuit as conditions play havoc, with the electric racing series experiencing its first wet race"
Sarah Lee unfazed by fifth place in keirin in Six Day Hong Kong series,
Formula E: BMW team hopes food poisoning and bad luck end at Hong Kong E-Prix,"Antonio Felix da Costa stricken with food poisoning on Friday but is ready to go for Sunday’s race, where he and Alexander Sims say they can do much better"
Formula E goes into the unknown as rain promises Hong Kong E-Prix carnage,"Expect crashes and even more unpredictability at the Hong Kong E-Prix, with excitement and apprehension in equal measure for drivers"
Formula E: Daniel Abt out to avenge Hong Kong E-Prix heartbreak – ‘we won fair and square’,"German philosophical during ride on Formula E tram, and says ‘I can’t change the past, but I can change what happens next’"
Hong Kong PruRide Six Day Series ‘can become as popular as Rugby Sevens’,
Hong Kong’s kids are incredibly unhappy. They need more fun in their lives and it starts with play,
League or bust? Hong Kong-owned Gateshead FC thriving on the pitch despite turmoil off it,
Formula E: what’s on at Tamar Park E-Village fan festival for the 2019 Hong Kong E-Prix,"Highlights include expanded gaming arena with simulators of the Central Harbourfront street circuit, and a giant screen showing all the on-track action"
"Kristina Vogel’s absence made it easier for me, admits double world champion Sarah Lee",
Sarah Lee makes history for Hong Kong at world championships – now it’s time for 2020 Tokyo Olympics,Sarah Lee Wai-sze hopes her form can continue until next summer’s Games after becoming first Hong Kong rider to win two gold medals at a world championships
Hong Kong’s Sarah Lee Wai-sze clinches double at cycling worlds,"Lee, 31, claimed her first world keirin title on Sunday, adding that to the sprint crown she won on Friday."
Sarah Lee is world champion at last: Hong Kong rider defeats Stephanie Morton in sprint final,"Lee finally stands atop the podium in Pruszkow, Poland after finishing third in 2013 and 2017, and now turns her attention to Sunday’s keirin"
‘You should just be a model’ – Cecilia Yeung stars in Nike advert challenging sexism in sport,"‘How can you earn a living with the high jump?’ Hong Kong record holder says sarcastically, in video encouraging female athletes to overcome prejudice"
Formula E: Hong Kong E-Prix has contingency plans in case of traffic congestion chaos,"Traffic conditions will be monitored amid Central Harbourfront road closures during race weekend, with government departments to implement measures to ease any disruption"
Paris Olympics: no karate at 2024 Games but Grace Lau focused on making it to Tokyo 2020,
"Can Exultant, a likely Citi Hong Kong Gold Cup racing favourite, defy history and actually win?",No horse has claimed the Longines Hong Kong Vase and then gone on to secure victory in the Gold Cup since Indigenous in 1998-99
‘Party and racing’: Six Day Series cycling to hit Hong Kong for first time in Asia in March,"Blending music and lights with track cycling, the Six Day Series will bring a club-like setting to the local velodrome"
Hong Kong fencer Vivian Kong closing in on world number one spot after second gold in a month,The 25-year-old is only 13 points behind ranking leader Mara Navarria of Italy before they meet again in Budapest next month
Sibling rivalry returns to racing in the Citi Hong Kong Gold Cup,Brothers Glorious Forever and Time Warp are set to compete against each other again in Sunday’s Group One race at Sha Tin
Hong Kong fencer Vivian Kong wins her second world cup title in a month,Kong becomes world number two
Benjamin Mendy’s ‘Hong Kong’ trip riles Pep Guardiola … but Manchester City defender reveals it’s all a joke,Man City boss looks stunned at press conference when told his defender is apparently in Hong Kong – but Mendy was just playing a prank on Instagram
Lunar New Year Cup: China’s Shandong Luneng claim win after bad-tempered final against Japan’s Sagan Tosu,Chinese Super League club run out 3-1 winners in Hong Kong Stadium
Lunar New Year Cup: impressive Hong Kong hang on to claim third place with win over Auckland City,Auckland City are runaway leaders of the New Zealand Premiership but fall to a 1-0 loss against the local outfit
Car crash leads to Olympic gold dreams for Hong Kong badminton player,The number two ranked para-badminton player in the world has his sights set on one goal: glory at the 2020 Summer Paralympics in Tokyo
Lunar New Year Cup: Hong Kong select edged on penalties by Fernando Torres’ Sagan Tosu,The matches finishes 1-1 after 90 minutes before the J.League side win the shoot-out 4-2
Lunar New Year Cup: Shandong Luneng book their place in the final after comeback win over New Zealand outfit Auckland City,The Chinese Super League side had to fight back from a goal down with Brazilian Roger Guedes hitting a double
"Hong Kong’s Marco Fu ends 10-year losing streak against Ronnie O’Sullivan – admits his eye is ‘not getting better, not getting worse’",The world No 25 scores s 4-2 victory in the Coral World Grand Prix after nine straight losses against the five-time world champion
World snooker championship postponed: Hong Kong’s Ng On-yee must wait to defend her title,The game’s governing body says the switch of venue to Beijing creates travel and visas issues for many players
Lunar New Year Cup: slideshow of historic moments from Hong Kong Stadium in Carlsberg Cups past,
Lunar New Year Cup: world’s most diverse football tournament remains a fixture on the Hong Kong calendar,
"Lunar New Year Cup: teams, schedule and ticket prices as Fernando Torres returns to Hong Kong",Four-team format returns for 2019 edition
Is Marouane Fellaini set to make his Shandong Luneng debut in Hong Kong? Lunar New Year Cup organiser confident former Manchester United man could star,Belgium international due to arrive Guangzhou today to join up with new club
"Lunar New Year Cup: a history of stellar sides, superstars, sporting gestures and a royal wedding","Stars like Hristo Stoichkov, Rene Higuita, Luis Hernandez and Peter Schmeichel all played in Hong Kong"
Tokyo 2020 Olympics: Hong Kong official makes history with track cycling manager gig at the Games,Cycling Association’s former executive director Walter Yue takes up job with 2020 Olympics organising committee next week
Beijing to host women’s world snooker championship: Hong Kong’s defending champion Ng On-yee expects more pressure,World No 1 and three-time winner says there is greater expectation on her by playing closer to home
Manny Pacquiao and Jack Ma share a glass of wine as two meet up in Hong Kong,Filipino boxing icon and his wife Jinkee meet up with the Alibaba founder on a weekend break in Hong Kong before heading back to Manila
Sarah Lee delights Hong Kong fans after claiming second gold medal of track World Cup,Sprinter wins the keirin event at the Hong Kong Velodrome after her triumph in the women’s sprint on Saturday
Hong Kong Football Club ride momentum to pull away from Kowloon and secure top spot in Premiership,Debutant Sebastian Visinia stars as HKFC click into gear in Premiership action
